Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component,Papers
Q9Z2G6,SE1L1_MOUSE,Protein sel-1 homolog 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152",nan,"GO:0043226, GO:0031224, GO:0140535, GO:0005622, GO:0140534, GO:1902494, GO:0098796","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q6P1D5,SE6L1_MOUSE,Seizure 6-like protein,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cortex']","GO:0065007, GO:0007610, GO:0032502, GO:0009987, GO:0032501",nan,"GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q4V9Z5,SE6L2_MOUSE,Seizure 6-like protein 2,Mus musculus (Mouse),"['Medulla', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0007610, GO:0032502, GO:0009987, GO:0032501",nan,"GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9D1M0,SEC13_MOUSE,Protein SEC13 homolog {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179",GO:0005488,"GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0031975, GO:0140513, GO:0098796","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8R2U0,SEH1_MOUSE,Nucleoporin SEH1 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb']","GO:0051179, GO:0065007, GO:0050896, GO:0009987, GO:0008152, GO:0044419, GO:0032501",nan,"GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0140513","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P28661,SEPT4_MOUSE,Septin-4,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Mid_Brain', 'Cerebellum']","GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0022414","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
O55131,SEPT7_MOUSE,Septin-7,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0040007, GO:0032502, GO:0009987, GO:0022414","GO:0003824, GO:0005488","GO:0098793, GO:0043226, GO:0005737, GO:0032432, GO:0044306, GO:0099080, GO:0016020, GO:0005622, GO:0042641, GO:0030054, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q80UG5,SEPT9_MOUSE,Septin-9,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cortex']","GO:0065007, GO:0009987, GO:0051179","GO:0003824, GO:0005488","GO:0043226, GO:0032432, GO:0099080, GO:0005622, GO:0042641, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P19324,SERPH_MOUSE,Serpin H1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0008152, GO:0032502, GO:0065007, GO:0009987","GO:0005488, GO:0098772","GO:0043226, GO:0016020, GO:0005622, GO:0030312, GO:0031974","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P58006,SESN1_MOUSE,Sestrin-1 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb']","GO:0065007, GO:0098754, GO:0050896, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8CFT2,SET1B_MOUSE,Histone-lysine N-methyltransferase SETD1B,Mus musculus (Mouse),['Medulla'],"GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0140513, GO:0016604, GO:1902494","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8VHL1,SETD7_MOUSE,Histone-lysine N-methyltransferase SETD7,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9EQU5,SET_MOUSE,Protein SET,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987",GO:0005488,"GO:0043226, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q64213,SF01_MOUSE,Splicing factor 1,Mus musculus (Mouse),"['Medulla', 'Cerebellum', 'Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0008152, GO:0022414",GO:0005488,"GO:0140513, GO:1990904, GO:0005622, GO:0043226","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8K4Z5,SF3A1_MOUSE,Splicing factor 3A subunit 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cortex']","GO:0008152, GO:0009987",GO:0005488,"GO:0043226, GO:0005622, GO:1990904, GO:0120114, GO:0140513, GO:0016604, GO:1902494","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q921M3,SF3B3_MOUSE,Splicing factor 3B subunit 3,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0008152",GO:0005488,"GO:0043226, GO:0005622, GO:1990904, GO:0140513, GO:1902494","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q91V61,SFXN3_MOUSE,Sideroflexin-3 {ECO:0000303|PubMed:11274051},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0051179, GO:0009987, GO:0008152",GO:0005215,"GO:0043226, GO:0016020, GO:0005622, GO:0031224","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q925N0,SFXN5_MOUSE,Sideroflexin-5 {ECO:0000303|PubMed:11274051},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0051179, GO:0009987",GO:0005215,"GO:0043226, GO:0016020, GO:0005622, GO:0031224","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8VD37,SGIP1_MOUSE,SH3-containing GRB2-like protein 3-interacting protein 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0032501",GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0098796","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9ERE3,SGK3_MOUSE,Serine/threonine-protein kinase Sgk3,Mus musculus (Mouse),['Medulla'],"GO:0008152, GO:0065007, GO:0009987","GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q62419,SH3G1_MOUSE,Endophilin-A2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987",GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0030054","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9JJU8,SH3L1_MOUSE,SH3 domain-binding glutamic acid-rich-like protein,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']",nan,GO:0005488,nan,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q91VW3,SH3L3_MOUSE,SH3 domain-binding glutamic acid-rich-like protein 3,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']",nan,GO:0003824,nan,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9JK48,SHLB1_MOUSE,Endophilin-B1,Mus musculus (Mouse),"['Medulla', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0044297, GO:0016020, GO:0005622, GO:0031975, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8R3V5,SHLB2_MOUSE,Endophilin-B2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']",nan,GO:0005488,nan,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q61165,SL9A1_MOUSE,Sodium/hydrogen exchanger 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus']","GO:0065007, GO:0051179, GO:0023052, GO:0050896, GO:0032502, GO:0009987, GO:0032501","GO:0005215, GO:0005488","GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0030054, GO:0098796, GO:1990351","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9R1B9,SLIT2_MOUSE,Slit homolog 2 protein,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0032501","GO:0005488, GO:0098772","GO:0016020, GO:0030312","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q6P1D7,SLX4_MOUSE,Structure-specific endonuclease subunit SLX4,Mus musculus (Mouse),"['Medulla', 'Hipothalamus']","GO:0065007, GO:0050896, GO:0009987, GO:0008152, GO:0022414","GO:0003824, GO:0005488, GO:0098772","GO:0140513, GO:1990391, GO:1902494, GO:0098687","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8BJL0,SMAL1_MOUSE,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Mus musculus (Mouse),"['Medulla', 'Hipocampus']","GO:0008152, GO:0065007, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0090734, GO:0005657, GO:0140513","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q91VZ6,SMAP1_MOUSE,Stromal membrane-associated protein 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']",GO:0065007,"GO:0005488, GO:0098772",GO:0016020,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9CU62,SMC1A_MOUSE,Structural maintenance of chromosomes protein 1A,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb', 'Cerebellum']","GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0022414, GO:0032501",GO:0005488,"GO:0043226, GO:0099080, GO:0005622, GO:0000922, GO:0008278","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q920F6,SMC1B_MOUSE,Structural maintenance of chromosomes protein 1B,Mus musculus (Mouse),['Medulla'],"GO:0022414, GO:0009987",GO:0005488,"GO:0043226, GO:0099086, GO:0005622, GO:0098687, GO:0140513, GO:0008278","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
